cart_id,customer_id,product_id,cart_date,items_in_cart,cart_value,session_minutes,abandoned,traffic_source
522,952,229,2024-07-10,4,878.03,13,0,Direct
523,359,290,2024-03-29,3,178.05,5,0,Email
524,901,275,2024-01-22,4,1079.83,40,0,Direct
525,595,279,2024-09-23,1,1120.36,59,1,Direct
526,172,394,2024-04-24,1,227.4,39,1,Ads
527,109,48,2024-01-27,2,437.27,42,0,Direct
528,422,24,2024-12-17,3,495.41,30,0,Ads
529,315,282,2024-12-28,2,319.05,4,0,Email
530,249,143,2024-02-15,4,909.28,8,1,Social
531,949,328,2024-06-27,3,922.05,25,0,Social
532,779,62,2024-05-09,4,246.69,2,1,Social
533,823,277,2024-10-13,5,159.62,2,1,Email
534,981,316,2024-02-11,3,124.74,52,0,Direct
535,400,313,2024-01-09,5,561.14,44,0,Ads
536,122,314,2024-06-13,1,1110.89,60,0,Email
537,262,236,2024-12-11,2,576.88,6,1,Email
538,756,336,2024-04-23,1,442.28,15,0,Direct
539,912,367,2024-03-01,1,157.26,40,0,Direct
540,836,282,2024-03-09,5,104.36,4,0,Ads
541,202,69,2024-12-16,2,605.55,60,1,Social
542,252,16,2024-04-01,4,999.05,60,1,Ads
543,347,104,2024-07-28,1,864.3,28,1,Ads
544,258,103,2024-08-09,2,80.07,9,0,Direct
545,874,150,2024-07-17,4,232.86,44,0,Social
546,106,131,2024-01-25,2,865.75,20,1,Direct
547,993,40,2024-05-24,5,913.28,60,1,Email
548,48,205,2024-08-08,3,834.5,49,0,Direct
549,459,28,2024-10-25,1,560.62,50,1,Direct
550,655,19,2024-12-04,5,639.98,28,1,Ads
551,209,127,2024-05-16,4,581.64,33,1,Email
552,245,118,2024-09-10,5,884.44,34,1,Email
553,260,252,2024-07-06,4,75.14,10,0,Direct
554,221,192,2024-08-27,3,519.53,5,1,Social
555,85,385,2024-08-08,1,1022.61,40,0,Ads
556,352,299,2024-09-23,5,861.6,46,0,Email
557,822,114,2024-01-08,3,416.26,12,1,Ads
558,419,382,2024-03-30,2,826.12,44,1,Social
559,505,351,2024-03-10,3,805.54,9,1,Ads
560,815,17,2024-09-23,4,55.47,50,0,Direct
561,245,326,2024-12-13,2,73.65,26,1,Direct
562,361,321,2024-03-21,2,1018.93,48,0,Email
563,295,78,2024-01-16,3,141.94,49,1,Direct
564,9,6,2024-10-02,1,1027.03,12,1,Social
565,943,76,2024-02-13,5,417.09,18,1,Direct
566,984,237,2024-09-22,5,524.78,2,0,Direct
567,618,161,2024-09-07,3,976.29,60,1,Social
568,702,284,2024-08-28,2,609.06,18,0,Social
569,923,195,2024-04-17,4,540.45,52,1,Ads
570,19,98,2024-01-30,1,154.95,23,1,Ads
571,306,5,2024-11-08,5,767.01,23,1,Email
572,850,59,2024-01-27,4,867.09,18,1,Ads
573,45,281,2024-01-11,3,511.21,59,1,Ads
574,54,74,2024-02-16,1,595.27,50,1,Direct
575,352,197,2024-05-15,1,39.52,32,1,Email
576,121,182,2024-05-10,4,859.3,31,0,Direct
577,851,247,2024-06-30,3,328.06,59,1,Ads
578,331,143,2024-04-17,2,291.1,54,1,Social
579,727,243,2024-08-08,4,55.45,11,0,Ads
580,88,25,2024-05-09,1,887.37,23,0,Email
581,340,354,2024-06-18,3,1099.59,20,0,Social
582,931,50,2024-10-29,4,1191.83,10,1,Ads
583,985,258,2024-03-13,3,812.42,44,1,Social
584,784,11,2024-10-10,5,733.75,8,0,Ads
585,935,38,2024-01-03,4,88.25,21,1,Social
586,62,274,2024-08-09,4,24.83,30,0,Social
587,753,269,2024-06-01,3,275.94,5,0,Ads
588,406,399,2024-11-06,4,602.62,18,1,Social
589,505,52,2024-10-24,3,877.22,31,1,Email
590,336,399,2024-01-19,2,425.95,38,0,Social
591,948,155,2024-10-07,5,915.18,14,0,Email
592,210,133,2024-10-21,1,268.58,44,0,Email
593,870,357,2024-12-24,1,313.34,4,0,Email
594,621,238,2024-09-24,5,197.73,36,0,Email
595,706,68,2024-03-01,5,361.1,15,1,Ads
596,189,313,2024-07-03,1,366.46,33,1,Email
597,107,71,2024-04-14,4,947.91,40,0,Email
598,625,218,2024-02-16,1,664.07,39,1,Ads
599,438,77,2024-05-16,2,875.52,11,0,Direct
600,351,296,2024-08-18,5,487.18,25,1,Direct
601,467,264,2024-05-14,5,1150.57,5,0,Direct
602,60,189,2024-09-29,2,549.14,2,1,Social
603,454,178,2024-01-03,1,843.66,23,0,Email
604,321,164,2024-12-27,3,651.02,4,1,Direct
605,278,76,2024-10-09,2,906.93,24,0,Ads
606,438,298,2024-07-19,4,888.74,60,1,Email
607,804,325,2024-11-25,4,714.71,52,1,Email
608,525,7,2024-08-06,1,852.47,22,1,Social
609,554,30,2024-12-22,2,109.41,32,1,Social
610,28,361,2024-03-29,4,484.63,5,0,Email
611,302,145,2024-12-15,3,220.82,29,0,Social
612,196,392,2024-03-26,5,788.21,14,1,Direct
613,571,307,2024-08-27,5,1132.38,48,0,Email
614,198,87,2024-10-02,2,154.38,54,0,Direct
615,106,191,2024-09-01,2,241.51,49,1,Email
616,441,348,2024-09-18,3,261.49,52,0,Email
617,252,109,2024-03-29,5,818.58,4,0,Ads
618,907,4,2024-07-25,2,120.25,53,1,Email
619,651,90,2024-01-14,3,324.41,18,0,Direct
620,296,211,2024-08-21,1,84.63,37,1,Social
621,454,216,2024-04-05,4,146.01,17,1,Email
622,737,159,2024-04-06,4,1021.94,43,0,Email
623,411,226,2024-06-16,3,328.96,13,0,Email
624,977,399,2024-04-12,5,1090.29,50,0,Social
625,879,167,2024-03-12,2,238.26,6,0,Direct
626,118,23,2024-05-29,3,885.51,8,1,Direct
627,103,109,2024-03-01,5,742.26,53,0,Email
628,121,7,2024-11-04,3,49.63,60,1,Social
629,974,305,2024-04-26,4,679.73,12,0,Email
630,329,208,2024-08-01,3,729.92,38,0,Ads
631,60,367,2024-07-03,5,330.59,16,1,Email
632,937,88,2024-05-06,2,597.12,48,0,Social
633,477,112,2024-05-29,5,377.3,13,1,Direct
634,696,10,2024-02-05,1,459.25,6,0,Social
635,671,355,2024-11-06,2,710.36,39,1,Email
636,619,141,2024-07-11,3,991.32,29,0,Social
637,360,378,2024-02-14,5,675.25,7,0,Email
638,875,151,2024-05-06,3,172.4,49,0,Email
639,455,296,2024-03-11,2,351.83,32,1,Social
640,832,309,2024-10-18,2,293.98,58,1,Direct
641,335,11,2024-09-27,1,888.01,15,0,Email
642,463,338,2024-07-15,1,772.92,47,1,Ads
643,649,237,2024-02-13,1,1063.47,6,0,Email
644,326,243,2024-11-19,3,282.74,5,1,Social
645,881,307,2024-12-16,5,976.08,33,0,Direct
646,127,245,2024-03-20,2,619.67,29,0,Email
647,933,20,2024-01-06,3,654.62,9,1,Ads
648,50,150,2024-01-06,2,861.69,44,0,Email
649,305,325,2024-06-06,3,668.38,3,0,Email
650,727,165,2024-05-26,2,579.86,17,1,Direct
651,73,20,2024-09-16,4,162.22,5,1,Ads
652,986,75,2024-07-29,4,1029.65,25,1,Social
653,529,230,2024-03-10,2,391.5,34,1,Email
654,77,283,2024-08-18,4,273.93,9,1,Social
655,773,217,2024-05-05,4,87.76,58,1,Direct
656,316,317,2024-01-01,5,766.87,25,1,Direct
657,359,262,2024-04-24,1,300.6,25,0,Direct
658,630,17,2024-11-30,4,900.0,21,1,Ads
659,596,298,2024-12-06,1,366.1,35,0,Email
660,154,161,2024-03-13,5,338.11,15,1,Direct
661,789,172,2024-06-18,1,373.21,28,0,Ads
662,388,49,2024-07-30,5,1006.01,57,1,Social
663,631,25,2024-02-03,3,696.03,18,0,Email
664,722,85,2024-11-06,3,656.3,6,1,Social
665,179,279,2024-08-07,5,485.29,14,1,Email
666,260,92,2024-11-16,5,55.33,49,0,Ads
667,630,379,2024-01-29,3,949.32,41,0,Ads
668,366,122,2024-04-28,5,1125.61,2,1,Email
669,571,16,2024-12-24,3,1025.38,1,0,Ads
670,990,168,2024-09-16,1,116.93,37,0,Direct
671,704,324,2024-10-15,2,1180.32,56,0,Direct
672,341,129,2024-06-19,3,975.8,19,0,Direct
673,779,338,2024-09-19,4,606.26,10,1,Direct
674,341,25,2024-02-23,4,915.51,14,1,Email
675,477,15,2024-05-28,5,755.47,56,0,Ads
676,641,25,2024-09-24,3,186.92,14,0,Ads
677,212,386,2024-09-29,2,342.46,3,1,Ads
678,374,120,2024-08-28,4,1129.7,17,0,Ads
679,981,293,2024-04-06,3,823.79,5,1,Direct
680,704,175,2024-08-01,1,809.58,10,0,Email
681,304,188,2024-11-21,1,607.96,19,0,Email
682,183,168,2024-07-24,4,676.75,45,0,Direct
683,515,296,2024-07-31,3,889.91,49,0,Direct
684,414,357,2024-03-18,5,564.3,22,0,Email
685,940,394,2024-04-01,4,786.94,19,0,Email
686,887,237,2024-02-22,5,868.3,27,0,Direct
687,533,132,2024-06-21,4,769.71,41,0,Ads
688,978,364,2024-07-25,1,681.64,14,1,Social
689,697,355,2024-05-18,2,900.67,50,0,Direct
690,331,347,2024-01-10,1,836.77,5,0,Social
691,899,201,2024-01-15,3,639.06,46,1,Direct
692,339,72,2024-09-07,5,1185.21,48,0,Ads
693,856,267,2024-01-14,3,23.93,60,1,Social
694,229,347,2024-12-28,1,396.58,43,1,Email
695,882,246,2024-08-27,1,835.76,2,1,Email
696,920,115,2024-10-06,4,412.39,46,0,Ads
697,12,268,2024-07-19,3,1002.33,37,0,Direct
698,850,8,2024-06-01,1,604.69,58,0,Direct
699,301,220,2024-09-20,3,692.18,12,1,Social
700,398,74,2024-10-20,5,783.0,19,0,Ads
701,499,384,2024-02-13,1,936.76,11,1,Social
702,411,69,2024-09-15,2,470.78,59,0,Direct
703,152,342,2024-11-14,2,435.35,16,1,Ads
704,331,113,2024-09-14,4,651.92,2,1,Social
705,339,296,2024-11-22,2,992.53,46,1,Direct
706,503,60,2024-02-09,4,1077.81,15,1,Social
707,165,274,2024-01-08,4,1134.39,1,1,Email
708,376,286,2024-06-17,4,257.45,55,1,Email
709,396,386,2024-06-15,4,1127.05,18,0,Social
710,72,28,2024-03-08,4,944.52,59,0,Social
711,792,129,2024-06-16,3,232.79,17,0,Ads
712,569,118,2024-07-22,5,92.22,3,0,Social
713,766,275,2024-11-18,1,344.68,23,1,Email
714,784,281,2024-12-08,3,558.83,39,1,Ads
715,257,204,2024-04-16,2,61.52,49,0,Ads
716,625,126,2024-06-10,3,964.2,34,1,Ads
717,566,386,2024-07-25,3,297.12,38,1,Social
718,125,367,2024-04-30,5,373.49,31,0,Social
719,838,384,2024-07-06,5,1068.0,38,1,Social
720,140,251,2024-08-31,1,1025.53,26,1,Email
721,617,67,2024-02-09,4,335.76,41,0,Email
722,422,168,2024-02-04,2,252.41,59,0,Social
723,756,5,2024-11-09,2,127.06,15,1,Direct
724,143,113,2024-06-12,5,1145.44,40,0,Direct
725,597,323,2024-01-31,1,305.16,36,1,Direct
726,631,196,2024-11-23,3,716.85,29,1,Ads
727,836,93,2024-07-18,3,604.02,50,0,Social
728,913,398,2024-04-25,3,967.95,51,1,Social
729,214,6,2024-09-09,5,278.76,7,0,Direct
730,986,112,2024-10-27,4,347.18,37,0,Direct
731,291,367,2024-02-22,1,471.56,58,0,Social
732,400,259,2024-12-26,3,213.47,34,1,Social
733,167,49,2024-11-26,4,801.82,6,0,Social
734,503,377,2024-07-30,2,380.95,22,1,Email
735,832,233,2024-02-09,1,65.43,16,0,Ads
736,374,125,2024-07-30,1,528.83,53,0,Ads
737,332,194,2024-02-13,3,485.86,46,1,Ads
738,548,128,2024-12-06,4,1138.26,49,1,Direct
739,163,7,2024-05-30,5,169.91,13,0,Ads
740,918,326,2024-03-16,5,518.38,40,0,Social
741,934,132,2024-10-27,3,563.66,7,1,Email
742,329,4,2024-11-17,5,395.39,44,1,Direct
743,38,205,2024-03-30,2,172.16,45,1,Email
744,983,16,2024-07-15,5,155.9,53,0,Email
745,651,220,2024-02-14,1,1153.95,20,0,Direct
746,270,395,2024-10-30,2,31.79,57,0,Email
747,764,298,2024-04-26,3,424.82,37,0,Email
748,68,388,2024-02-24,3,576.26,42,0,Email
749,166,249,2024-10-11,2,53.14,15,1,Social
750,385,36,2024-07-18,1,339.98,16,0,Social
751,881,272,2024-08-29,4,294.76,15,0,Ads
752,503,378,2024-06-28,5,533.25,12,1,Direct
753,934,73,2024-11-26,3,62.62,30,1,Ads
754,195,265,2024-04-17,1,353.53,30,0,Social
755,417,11,2024-09-13,1,278.9,30,1,Email
756,696,67,2024-12-12,5,368.27,16,1,Direct
757,828,244,2024-09-16,2,489.47,34,0,Social
758,613,136,2024-10-23,1,320.72,28,1,Direct
759,114,278,2024-03-14,4,1196.25,19,1,Email
760,315,205,2024-03-06,4,719.87,58,0,Email
761,566,313,2024-01-26,2,510.22,12,1,Ads
762,537,224,2024-06-28,1,596.12,26,0,Email
763,644,222,2024-12-13,5,224.6,2,1,Direct
764,518,293,2024-12-11,2,141.11,40,1,Ads
765,111,71,2024-02-12,4,926.09,48,1,Email
766,740,356,2024-08-15,5,1141.19,14,0,Direct
767,671,317,2024-04-21,2,298.6,45,1,Ads
768,429,131,2024-10-22,3,485.5,19,1,Direct
769,678,191,2024-10-19,4,800.1,22,0,Email
770,410,172,2024-07-15,2,155.3,10,0,Social
771,733,303,2024-01-07,1,1056.79,14,1,Direct
772,796,125,2024-06-14,1,1186.84,33,0,Ads
773,360,184,2024-10-16,4,104.09,34,0,Social
774,610,384,2024-07-24,1,1136.23,34,0,Ads
775,177,222,2024-09-09,2,998.88,44,1,Ads
776,169,266,2024-12-01,5,1030.47,41,0,Email
777,874,127,2024-08-11,4,882.12,13,0,Direct
778,141,60,2024-05-08,1,957.18,44,1,Social
779,688,252,2024-10-13,5,997.76,39,1,Ads
780,740,178,2024-08-26,1,206.27,9,0,Email
781,365,342,2024-07-21,3,1050.51,17,1,Ads
782,756,184,2024-01-17,1,421.31,26,0,Ads
783,114,146,2024-07-27,5,768.74,59,1,Social
784,370,39,2024-10-10,5,462.24,30,1,Direct
785,483,143,2024-06-22,2,706.78,19,0,Ads
786,821,396,2024-09-18,4,1149.01,32,0,Ads
787,797,208,2024-01-14,5,1146.93,26,1,Social
788,942,300,2024-01-31,4,808.52,7,1,Direct
789,949,300,2024-07-01,5,392.35,10,0,Email
790,776,339,2024-08-16,5,1110.22,37,1,Direct
791,931,9,2024-08-25,4,713.88,33,1,Email
792,641,102,2024-04-06,5,910.2,44,1,Ads
793,871,281,2024-02-22,5,622.91,9,1,Email
794,913,198,2024-04-08,1,804.77,36,0,Ads
795,307,303,2024-04-01,1,997.2,40,0,Social
796,553,336,2024-03-18,5,1075.25,18,1,Ads
797,237,234,2024-10-24,1,71.6,29,0,Email
798,64,52,2024-12-20,1,1114.62,41,0,Direct
799,54,355,2024-04-08,1,1025.04,18,0,Social
800,796,360,2024-08-07,3,711.32,46,1,Social
801,14,231,2024-10-16,3,361.03,13,1,Direct
802,93,24,2024-11-29,5,518.12,18,0,Ads
803,656,178,2024-03-12,4,726.82,36,1,Email
804,765,279,2024-02-09,5,156.43,21,1,Social
805,907,275,2024-04-07,2,332.6,32,0,Direct
806,38,9,2024-01-31,5,235.92,11,0,Email
807,435,74,2024-10-08,4,554.46,11,1,Ads
808,705,200,2024-10-12,3,703.44,18,0,Ads
809,118,243,2024-07-25,1,690.14,17,1,Social
810,899,167,2024-12-23,5,682.66,19,0,Ads
811,578,125,2024-09-12,3,538.72,29,0,Social
812,694,210,2024-03-20,2,345.23,54,0,Email
813,656,335,2024-07-12,4,1116.36,19,1,Ads
814,159,73,2024-07-07,2,760.47,41,0,Email
815,618,315,2024-09-10,1,902.19,9,0,Email
816,692,42,2024-02-02,2,450.26,43,0,Email
817,676,81,2024-01-09,2,687.75,9,0,Email
818,725,369,2024-10-18,5,73.01,18,0,Direct
819,278,190,2024-04-15,2,29.63,30,0,Email
820,495,136,2024-06-13,5,120.53,21,0,Email
821,272,279,2024-11-17,4,600.84,18,0,Email
822,714,14,2024-01-31,5,417.12,9,0,Direct
823,898,199,2024-11-03,1,158.31,59,1,Ads
824,142,249,2024-04-04,5,884.03,36,0,Ads
825,909,30,2024-08-23,3,351.94,47,0,Ads
826,644,60,2024-03-14,2,640.1,57,1,Ads
827,38,296,2024-04-28,4,307.97,3,0,Social
828,660,44,2024-11-18,4,224.9,33,0,Ads
829,943,209,2024-04-22,2,457.8,26,0,Email
830,253,269,2024-11-26,3,828.34,35,1,Social
831,385,380,2024-08-14,3,116.76,39,0,Direct
832,97,381,2024-09-21,4,531.63,20,0,Email
833,101,167,2024-06-15,5,273.05,38,0,Ads
834,551,95,2024-01-18,1,1114.27,53,0,Ads
835,888,251,2024-05-20,1,680.32,32,1,Email
836,554,392,2024-02-03,4,792.24,33,1,Ads
837,528,46,2024-04-04,5,983.34,40,0,Social
838,163,339,2024-11-10,1,275.35,36,0,Email
839,440,5,2024-01-31,3,203.07,18,0,Direct
840,627,51,2024-12-05,5,313.1,60,1,Social
841,713,287,2024-01-13,3,354.83,52,0,Email
842,617,62,2024-12-10,2,1066.91,44,0,Social
843,572,279,2024-02-24,4,437.57,22,0,Direct
844,523,151,2024-01-04,5,292.02,47,1,Ads
845,212,194,2024-09-07,3,444.7,51,1,Email
846,203,16,2024-07-17,4,1176.52,1,0,Ads
847,342,43,2024-02-12,1,769.25,21,1,Social
848,774,42,2024-12-25,1,508.74,9,0,Ads
849,899,167,2024-04-12,2,1014.32,6,0,Social
850,80,382,2024-07-17,3,174.1,23,0,Ads
851,850,249,2024-08-07,5,99.26,30,1,Ads
852,398,36,2024-05-21,2,769.9,31,1,Email
853,104,98,2024-08-01,4,727.04,33,1,Ads
854,707,272,2024-06-29,5,924.69,27,0,Direct
855,58,63,2024-03-14,2,645.57,50,1,Email
856,116,134,2024-03-24,2,871.73,31,0,Social
857,310,260,2024-11-26,1,81.16,18,1,Direct
858,439,261,2024-08-01,5,965.94,10,1,Email
859,774,276,2024-12-26,2,1047.99,54,0,Direct
860,373,277,2024-11-03,4,697.04,43,1,Social
861,1000,26,2024-02-11,5,217.22,35,0,Ads
862,299,30,2024-05-21,2,260.73,14,0,Ads
863,377,193,2024-07-08,4,116.2,35,1,Direct
864,768,236,2024-08-18,2,38.65,48,0,Email
865,370,220,2024-12-30,4,358.35,14,1,Ads
866,108,226,2024-06-10,4,680.07,1,1,Social
867,318,235,2024-01-15,3,569.33,56,1,Social
868,742,308,2024-06-03,3,859.2,51,0,Social
869,535,288,2024-08-31,4,960.95,25,1,Direct
870,527,113,2024-01-22,4,1129.7,53,0,Ads
871,442,26,2024-10-06,4,1080.32,39,0,Email
872,535,5,2024-12-01,3,268.26,50,1,Email
873,180,245,2024-11-15,5,35.58,18,1,Email
874,97,279,2024-04-02,5,550.07,42,0,Direct
875,752,191,2024-04-24,3,383.44,56,0,Direct
876,564,119,2024-08-16,1,453.09,32,0,Social
877,267,109,2024-07-31,5,364.04,28,1,Social
878,680,292,2024-11-23,4,1176.75,56,1,Ads
879,741,153,2024-01-14,2,643.4,56,1,Ads
880,242,310,2024-09-09,1,559.36,36,1,Social
881,289,48,2024-06-06,4,603.86,53,1,Direct
882,702,87,2024-05-27,2,553.51,8,1,Direct
883,674,214,2024-09-29,3,801.27,37,1,Ads
884,192,154,2024-06-13,1,382.08,43,0,Direct
885,97,187,2024-07-12,4,738.32,58,0,Direct
886,718,291,2024-03-22,4,196.98,30,1,Social
887,948,168,2024-09-06,1,1003.48,30,1,Social
888,570,225,2024-06-26,2,165.6,36,1,Email
889,225,18,2024-10-24,2,200.21,33,1,Ads
890,242,265,2024-11-17,3,178.65,25,1,Direct
891,97,189,2024-11-24,2,817.37,46,1,Direct
892,7,177,2024-10-06,2,758.31,41,0,Social
893,413,370,2024-10-06,2,1136.68,42,0,Direct
894,955,283,2024-01-06,4,535.72,6,1,Direct
895,410,242,2024-12-27,5,770.0,54,0,Social
896,414,32,2024-05-06,5,808.35,6,0,Email
897,266,256,2024-06-22,1,453.85,2,1,Direct
898,10,341,2024-03-13,4,234.74,23,1,Direct
899,632,202,2024-10-29,1,1115.83,38,1,Social
900,458,100,2024-08-20,3,602.01,25,0,Email
901,88,351,2024-04-18,1,611.77,52,1,Email
902,606,111,2024-08-12,1,1032.69,1,0,Email
903,756,130,2024-06-22,1,539.24,18,1,Social
904,825,357,2024-04-06,2,43.45,34,1,Direct
905,445,241,2024-06-04,2,228.7,1,0,Ads
906,119,358,2024-04-25,2,686.88,25,1,Direct
907,20,131,2024-10-28,5,261.84,33,1,Social
908,262,251,2024-05-05,5,236.84,56,0,Social
909,980,210,2024-04-29,5,775.09,59,0,Direct
910,264,189,2024-03-31,4,826.87,13,1,Social
911,437,170,2024-02-09,4,557.61,34,1,Social
912,179,323,2024-06-20,3,655.53,46,0,Direct
913,200,399,2024-09-08,5,185.2,44,0,Email
914,844,195,2024-11-21,2,933.51,51,0,Ads
915,805,205,2024-11-24,1,998.31,10,0,Social
916,585,228,2024-08-03,5,814.82,25,0,Email
917,517,42,2024-10-08,2,473.87,30,1,Direct
918,508,151,2024-06-20,5,635.01,12,0,Direct
919,797,110,2024-06-10,4,29.71,60,0,Ads
920,333,194,2024-10-12,3,770.66,58,0,Direct
921,117,108,2024-06-02,3,223.0,22,1,Email
922,236,236,2024-08-07,5,672.52,25,1,Ads
923,49,91,2024-08-27,3,1123.59,7,0,Ads
924,258,313,2024-08-28,2,263.45,59,1,Ads
925,302,34,2024-08-05,3,237.0,31,0,Ads
926,284,37,2024-01-20,3,704.36,41,1,Social
927,724,282,2024-03-10,3,774.23,2,1,Direct
928,428,143,2024-04-28,1,928.95,36,0,Social
929,855,34,2024-03-26,2,256.91,16,1,Direct
930,939,365,2024-01-04,5,406.02,47,1,Email
931,248,337,2024-12-31,5,246.86,5,1,Direct
932,192,121,2024-07-15,2,257.89,28,0,Ads
933,833,295,2024-08-04,5,830.57,13,1,Email
934,265,220,2024-08-21,2,575.2,30,0,Direct
935,456,146,2024-01-02,3,1163.42,8,1,Direct
936,62,2,2024-02-18,2,1133.15,60,0,Direct
937,295,261,2024-09-30,1,359.27,35,1,Ads
938,299,237,2024-06-25,1,968.43,50,1,Ads
939,451,4,2024-02-08,5,637.22,21,1,Ads
940,492,40,2024-04-10,5,495.35,20,0,Email
941,203,357,2024-12-06,2,104.59,12,0,Direct
942,911,394,2024-02-13,4,463.74,54,0,Social
943,574,124,2024-07-08,3,697.67,52,0,Social
944,297,39,2024-01-25,5,140.83,48,0,Ads
945,269,252,2024-06-24,1,142.05,3,0,Email
946,913,234,2024-06-12,1,399.6,57,1,Social
947,700,344,2024-01-26,2,207.18,41,1,Social
948,74,377,2024-05-24,3,828.38,4,1,Social
949,641,22,2024-04-21,2,17.07,58,0,Ads
950,867,308,2024-12-26,2,1115.97,52,0,Ads
951,484,82,2024-10-29,1,809.93,13,0,Ads
952,617,391,2024-08-22,5,282.26,10,0,Direct
953,697,298,2024-09-27,2,815.84,11,1,Email
954,323,336,2024-05-31,4,83.32,13,0,Social
955,834,2,2024-03-04,3,109.1,28,1,Social
956,169,18,2024-03-23,2,678.55,36,0,Direct
957,190,163,2024-12-26,1,767.55,3,1,Ads
958,74,182,2024-06-22,1,35.72,54,1,Ads
959,362,39,2024-03-29,4,32.98,7,1,Email
960,648,264,2024-11-01,5,152.64,10,1,Direct
961,239,304,2024-05-25,5,1121.96,57,1,Email
962,454,277,2024-03-27,4,16.56,27,0,Ads
963,73,303,2024-10-29,5,909.04,21,1,Direct
964,53,372,2024-10-10,3,738.12,4,0,Email
965,894,267,2024-07-24,4,914.01,53,1,Email
966,800,248,2024-03-29,1,435.73,32,0,Direct
967,688,68,2024-09-26,1,215.8,2,1,Direct
968,831,115,2024-06-26,3,315.75,55,0,Ads
969,733,131,2024-05-25,2,437.25,2,0,Direct
970,767,157,2024-01-13,4,676.43,26,1,Social
971,946,172,2024-02-14,3,45.13,57,1,Direct
972,42,287,2024-11-28,1,149.18,1,0,Ads
973,745,277,2024-02-10,1,1091.83,33,1,Email
974,319,127,2024-11-16,2,1085.15,48,1,Ads
975,222,380,2024-05-30,2,305.9,7,0,Social
976,52,76,2024-03-01,3,42.05,47,0,Ads
977,936,123,2024-10-04,5,29.8,55,1,Direct
978,281,209,2024-06-23,4,344.02,37,0,Direct
979,180,48,2024-03-21,1,179.24,54,1,Email
980,388,24,2024-09-03,4,1164.45,48,0,Direct
981,628,116,2024-01-10,1,37.43,13,0,Social
982,162,8,2024-02-02,3,52.49,19,1,Social
983,117,244,2024-12-05,1,365.37,59,0,Email
984,305,71,2024-03-06,3,1149.31,23,1,Email
985,571,34,2024-10-16,5,573.75,52,0,Email
986,305,165,2024-10-09,5,232.24,7,0,Direct
987,324,155,2024-12-20,2,252.09,20,1,Email
988,388,388,2024-10-14,2,33.77,47,0,Email
989,283,153,2024-09-11,4,500.78,15,1,Direct
990,29,315,2024-02-09,4,601.12,12,1,Ads
991,276,41,2024-03-20,1,1014.1,22,0,Direct
992,912,204,2024-03-20,1,771.68,59,1,Direct
993,985,23,2024-01-19,3,1063.65,52,1,Direct
994,497,314,2024-07-05,2,573.75,28,1,Email
995,259,302,2024-10-11,2,553.99,50,0,Ads
996,319,84,2024-01-12,2,1008.63,2,1,Ads
997,450,72,2024-12-01,1,724.59,54,0,Direct
998,237,70,2024-08-27,2,150.76,43,0,Ads
999,544,221,2024-12-08,4,629.53,50,1,Email
1000,474,74,2024-08-27,4,900.18,26,1,Direct
1001,442,334,2024-10-09,2,259.97,56,1,Social
1002,808,102,2024-02-08,5,426.18,57,1,Ads
1003,567,262,2024-10-24,5,496.08,16,1,Social
1004,150,78,2024-09-11,5,1095.14,54,0,Social
1005,271,284,2024-07-07,3,478.19,26,1,Email
1006,810,126,2024-02-21,5,797.59,59,1,Direct
1007,341,198,2024-05-20,5,631.12,17,0,Social
1008,48,154,2024-03-04,4,1162.89,37,0,Ads
1009,291,182,2024-03-18,3,703.49,25,0,Social
1010,622,20,2024-04-24,3,993.73,19,0,Social
1011,286,83,2024-11-13,1,504.05,30,0,Social
1012,766,60,2024-02-14,1,1074.13,36,0,Direct
1013,630,64,2024-03-15,5,1199.71,52,1,Email
1014,9,393,2024-07-06,5,652.19,25,0,Social
1015,174,187,2024-07-31,5,523.85,31,1,Email
1016,207,215,2024-10-03,4,650.51,3,0,Ads
1017,838,252,2024-10-24,3,704.47,1,1,Social
1018,855,377,2024-08-02,1,89.08,53,0,Email
1019,663,326,2024-12-14,1,1067.42,4,1,Ads
1020,992,256,2024-03-31,4,366.78,4,0,Direct
1021,428,37,2024-07-27,4,893.24,21,0,Ads
1022,409,359,2024-10-24,4,61.29,36,1,Direct
1023,791,36,2024-11-04,4,994.11,33,0,Direct
1024,589,43,2024-03-06,1,472.22,55,1,Direct
1025,453,193,2024-07-01,4,614.05,27,0,Direct
1026,538,196,2024-03-02,3,111.81,55,1,Ads
1027,263,226,2024-02-29,2,717.3,60,0,Email
1028,228,112,2024-11-17,4,56.48,7,0,Email
1029,953,4,2024-01-21,5,255.66,43,0,Direct
1030,43,277,2024-07-01,4,190.06,34,0,Email
1031,878,198,2024-01-30,3,901.01,17,0,Email
1032,51,154,2024-04-15,4,54.76,37,1,Social
1033,62,199,2024-04-16,3,322.51,11,0,Ads
1034,496,309,2024-10-21,3,30.61,43,0,Direct
1035,214,274,2024-08-09,5,268.73,45,1,Direct
1036,137,127,2024-04-07,1,559.06,58,0,Ads
1037,294,328,2024-07-06,5,810.11,32,0,Email
1038,731,109,2024-10-26,1,160.14,23,0,Direct
1039,40,273,2024-12-04,1,703.8,1,1,Ads
1040,686,159,2024-04-20,4,653.61,13,1,Ads
1041,547,18,2024-04-07,5,250.81,22,0,Social
1042,213,95,2024-01-03,4,1186.48,42,1,Social
